test_losses_mean,test_losses_std,test_loss_type,model_name,output_size,num_layers,hidden_size,dynamics
0.9415776,0.26566237,learn_koopman_eig.variance_normaliser,DNN_layers2_Tanh_hidden40_output7,7,2,40,duffing
0.92457855,0.2545711,learn_koopman_eig.variance_normaliser,DNN_layers2_Tanh_hidden40_output7,7,2,40,duffing
0.88500834,0.28401855,learn_koopman_eig.variance_normaliser,DNN_layers2_Tanh_hidden40_output7,7,2,40,duffing
0.9050786,0.27057314,learn_koopman_eig.variance_normaliser,DNN_layers2_Tanh_hidden40_output7,7,2,40,duffing
0.21211466,0.01406336,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.20132002,0.013609363,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.2125757,0.0156169245,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.20499177,0.014376776,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.21248007,0.014292409,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.21051586,0.01537104,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.21155074,0.015208333,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.20380378,0.013797378,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.20620045,0.015031686,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.20940356,0.014969156,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output10,10,4,40,duffing
0.0936556,0.02163518,learn_koopman_eig.variance_normaliser,DNN_layers6_Tanh_hidden40_output7,7,6,40,duffing
0.09345189,0.021907495,learn_koopman_eig.variance_normaliser,DNN_layers6_Tanh_hidden40_output7,7,6,40,duffing
0.094206214,0.021084918,learn_koopman_eig.variance_normaliser,DNN_layers6_Tanh_hidden40_output7,7,6,40,duffing
0.09360019,0.02160371,learn_koopman_eig.variance_normaliser,DNN_layers6_Tanh_hidden40_output7,7,6,40,duffing
0.09581466,0.021352358,learn_koopman_eig.variance_normaliser,DNN_layers6_Tanh_hidden40_output7,7,6,40,duffing
0.09294882,0.021258047,learn_koopman_eig.variance_normaliser,DNN_layers6_Tanh_hidden40_output7,7,6,40,duffing
0.092641994,0.021369195,learn_koopman_eig.variance_normaliser,DNN_layers6_Tanh_hidden40_output7,7,6,40,duffing
0.17180479,0.027119655,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output7,7,4,40,duffing
0.16921219,0.027583111,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output7,7,4,40,duffing
0.16874465,0.02817831,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output7,7,4,40,duffing
0.16848165,0.026742827,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output7,7,4,40,duffing
0.16879462,0.027320638,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output7,7,4,40,duffing
0.16881005,0.02687024,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output7,7,4,40,duffing
0.17519756,0.029847477,learn_koopman_eig.variance_normaliser,DNN_layers4_Tanh_hidden40_output7,7,4,40,duffing
0.40739828,0.090903476,learn_koopman_eig.variance_normaliser,DNN_layers6_Tanh_hidden40_output1,1,6,40,duffing
